id,nam_sinh,nam_xem,tuoi_mu,pham_tam_tai,chi_tam_tai,pham_kim_lau,ten_kim_lau,pham_hoang_oc,cung_hoang_oc,phep_tinh_kim_lau,nguon,ghi_chu
1953-2026,1953,2026,74,khong,Hợi; Tý; Sửu,khong,,co,Ngũ Thọ Tử,"74 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1953-2027,1953,2027,75,khong,Hợi; Tý; Sửu,co,Kim Lâu Thê,co,Lục Hoang Ốc,"75 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1953-2028,1953,2028,76,khong,Hợi; Tý; Sửu,khong,,khong,Nhất Cát,"76 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1953-2029,1953,2029,77,khong,Hợi; Tý; Sửu,khong,,khong,Nhì Nghi,"77 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1953-2030,1953,2030,78,khong,Hợi; Tý; Sửu,co,Kim Lâu Tử,co,Tam Địa Sát,"78 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1953-2031,1953,2031,79,co,Hợi; Tý; Sửu,khong,,khong,Tứ Tấn Tài,"79 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1953-2032,1953,2032,80,co,Hợi; Tý; Sửu,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"80 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1953-2033,1953,2033,81,co,Hợi; Tý; Sửu,khong,,co,Tam Địa Sát,"81 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1953-2034,1953,2034,82,khong,Hợi; Tý; Sửu,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"82 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1953-2035,1953,2035,83,khong,Hợi; Tý; Sửu,khong,,co,Ngũ Thọ Tử,"83 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1953-2036,1953,2036,84,khong,Hợi; Tý; Sửu,co,Kim Lâu Thê,co,Lục Hoang Ốc,"84 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1953-2037,1953,2037,85,khong,Hợi; Tý; Sửu,khong,,khong,Nhất Cát,"85 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1953-2038,1953,2038,86,khong,Hợi; Tý; Sửu,khong,,khong,Nhì Nghi,"86 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1953-2039,1953,2039,87,khong,Hợi; Tý; Sửu,co,Kim Lâu Tử,co,Tam Địa Sát,"87 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1953-2040,1953,2040,88,khong,Hợi; Tý; Sửu,khong,,khong,Tứ Tấn Tài,"88 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1953-2041,1953,2041,89,khong,Hợi; Tý; Sửu,co,Kim Lâu Lục Súc,co,Ngũ Thọ Tử,"89 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1953-2042,1953,2042,90,khong,Hợi; Tý; Sửu,khong,,co,Tam Địa Sát,"90 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1953-2043,1953,2043,91,co,Hợi; Tý; Sửu,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"91 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1953-2044,1953,2044,92,co,Hợi; Tý; Sửu,khong,,co,Ngũ Thọ Tử,"92 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1953-2045,1953,2045,93,co,Hợi; Tý; Sửu,co,Kim Lâu Thê,co,Lục Hoang Ốc,"93 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1953-2046,1953,2046,94,khong,Hợi; Tý; Sửu,khong,,khong,Nhất Cát,"94 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1953-2047,1953,2047,95,khong,Hợi; Tý; Sửu,khong,,khong,Nhì Nghi,"95 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1953-2048,1953,2048,96,khong,Hợi; Tý; Sửu,co,Kim Lâu Tử,co,Tam Địa Sát,"96 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1953-2049,1953,2049,97,khong,Hợi; Tý; Sửu,khong,,khong,Tứ Tấn Tài,"97 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1953-2050,1953,2050,98,khong,Hợi; Tý; Sửu,co,Kim Lâu Lục Súc,co,Ngũ Thọ Tử,"98 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2020,1954,2020,67,khong,Thân; Dậu; Tuất,khong,,khong,Nhất Cát,"67 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2021,1954,2021,68,khong,Thân; Dậu; Tuất,khong,,khong,Nhì Nghi,"68 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2022,1954,2022,69,khong,Thân; Dậu; Tuất,co,Kim Lâu Tử,co,Tam Địa Sát,"69 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2023,1954,2023,70,khong,Thân; Dậu; Tuất,khong,,khong,Nhất Cát,"70 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2024,1954,2024,71,khong,Thân; Dậu; Tuất,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"71 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2025,1954,2025,72,khong,Thân; Dậu; Tuất,khong,,co,Tam Địa Sát,"72 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2026,1954,2026,73,khong,Thân; Dậu; Tuất,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"73 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2027,1954,2027,74,khong,Thân; Dậu; Tuất,khong,,co,Ngũ Thọ Tử,"74 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2028,1954,2028,75,co,Thân; Dậu; Tuất,co,Kim Lâu Thê,co,Lục Hoang Ốc,"75 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2029,1954,2029,76,co,Thân; Dậu; Tuất,khong,,khong,Nhất Cát,"76 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2030,1954,2030,77,co,Thân; Dậu; Tuất,khong,,khong,Nhì Nghi,"77 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2031,1954,2031,78,khong,Thân; Dậu; Tuất,co,Kim Lâu Tử,co,Tam Địa Sát,"78 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2032,1954,2032,79,khong,Thân; Dậu; Tuất,khong,,khong,Tứ Tấn Tài,"79 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2033,1954,2033,80,khong,Thân; Dậu; Tuất,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"80 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2034,1954,2034,81,khong,Thân; Dậu; Tuất,khong,,co,Tam Địa Sát,"81 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2035,1954,2035,82,khong,Thân; Dậu; Tuất,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"82 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2036,1954,2036,83,khong,Thân; Dậu; Tuất,khong,,co,Ngũ Thọ Tử,"83 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2037,1954,2037,84,khong,Thân; Dậu; Tuất,co,Kim Lâu Thê,co,Lục Hoang Ốc,"84 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2038,1954,2038,85,khong,Thân; Dậu; Tuất,khong,,khong,Nhất Cát,"85 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2039,1954,2039,86,khong,Thân; Dậu; Tuất,khong,,khong,Nhì Nghi,"86 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2040,1954,2040,87,co,Thân; Dậu; Tuất,co,Kim Lâu Tử,co,Tam Địa Sát,"87 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2041,1954,2041,88,co,Thân; Dậu; Tuất,khong,,khong,Tứ Tấn Tài,"88 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2042,1954,2042,89,co,Thân; Dậu; Tuất,co,Kim Lâu Lục Súc,co,Ngũ Thọ Tử,"89 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2043,1954,2043,90,khong,Thân; Dậu; Tuất,khong,,co,Tam Địa Sát,"90 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2044,1954,2044,91,khong,Thân; Dậu; Tuất,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"91 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2045,1954,2045,92,khong,Thân; Dậu; Tuất,khong,,co,Ngũ Thọ Tử,"92 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2046,1954,2046,93,khong,Thân; Dậu; Tuất,co,Kim Lâu Thê,co,Lục Hoang Ốc,"93 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2047,1954,2047,94,khong,Thân; Dậu; Tuất,khong,,khong,Nhất Cát,"94 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2048,1954,2048,95,khong,Thân; Dậu; Tuất,khong,,khong,Nhì Nghi,"95 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2049,1954,2049,96,khong,Thân; Dậu; Tuất,co,Kim Lâu Tử,co,Tam Địa Sát,"96 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1954-2050,1954,2050,97,khong,Thân; Dậu; Tuất,khong,,khong,Tứ Tấn Tài,"97 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2020,1955,2020,66,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Thê,co,Lục Hoang Ốc,"66 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2021,1955,2021,67,khong,Tỵ; Ngọ; Mùi,khong,,khong,Nhất Cát,"67 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2022,1955,2022,68,khong,Tỵ; Ngọ; Mùi,khong,,khong,Nhì Nghi,"68 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2023,1955,2023,69,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Tử,co,Tam Địa Sát,"69 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2024,1955,2024,70,khong,Tỵ; Ngọ; Mùi,khong,,khong,Nhất Cát,"70 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2025,1955,2025,71,co,Tỵ; Ngọ; Mùi,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"71 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2026,1955,2026,72,co,Tỵ; Ngọ; Mùi,khong,,co,Tam Địa Sát,"72 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2027,1955,2027,73,co,Tỵ; Ngọ; Mùi,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"73 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2028,1955,2028,74,khong,Tỵ; Ngọ; Mùi,khong,,co,Ngũ Thọ Tử,"74 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2029,1955,2029,75,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Thê,co,Lục Hoang Ốc,"75 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2030,1955,2030,76,khong,Tỵ; Ngọ; Mùi,khong,,khong,Nhất Cát,"76 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2031,1955,2031,77,khong,Tỵ; Ngọ; Mùi,khong,,khong,Nhì Nghi,"77 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2032,1955,2032,78,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Tử,co,Tam Địa Sát,"78 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2033,1955,2033,79,khong,Tỵ; Ngọ; Mùi,khong,,khong,Tứ Tấn Tài,"79 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2034,1955,2034,80,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"80 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2035,1955,2035,81,khong,Tỵ; Ngọ; Mùi,khong,,co,Tam Địa Sát,"81 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2036,1955,2036,82,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"82 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2037,1955,2037,83,co,Tỵ; Ngọ; Mùi,khong,,co,Ngũ Thọ Tử,"83 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2038,1955,2038,84,co,Tỵ; Ngọ; Mùi,co,Kim Lâu Thê,co,Lục Hoang Ốc,"84 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2039,1955,2039,85,co,Tỵ; Ngọ; Mùi,khong,,khong,Nhất Cát,"85 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2040,1955,2040,86,khong,Tỵ; Ngọ; Mùi,khong,,khong,Nhì Nghi,"86 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2041,1955,2041,87,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Tử,co,Tam Địa Sát,"87 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2042,1955,2042,88,khong,Tỵ; Ngọ; Mùi,khong,,khong,Tứ Tấn Tài,"88 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2043,1955,2043,89,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Lục Súc,co,Ngũ Thọ Tử,"89 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2044,1955,2044,90,khong,Tỵ; Ngọ; Mùi,khong,,co,Tam Địa Sát,"90 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2045,1955,2045,91,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"91 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2046,1955,2046,92,khong,Tỵ; Ngọ; Mùi,khong,,co,Ngũ Thọ Tử,"92 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2047,1955,2047,93,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Thê,co,Lục Hoang Ốc,"93 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2048,1955,2048,94,khong,Tỵ; Ngọ; Mùi,khong,,khong,Nhất Cát,"94 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2049,1955,2049,95,co,Tỵ; Ngọ; Mùi,khong,,khong,Nhì Nghi,"95 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1955-2050,1955,2050,96,co,Tỵ; Ngọ; Mùi,co,Kim Lâu Tử,co,Tam Địa Sát,"96 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2020,1956,2020,65,khong,Dần; Mão; Thìn,khong,,co,Ngũ Thọ Tử,"65 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2021,1956,2021,66,khong,Dần; Mão; Thìn,co,Kim Lâu Thê,co,Lục Hoang Ốc,"66 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2022,1956,2022,67,co,Dần; Mão; Thìn,khong,,khong,Nhất Cát,"67 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2023,1956,2023,68,co,Dần; Mão; Thìn,khong,,khong,Nhì Nghi,"68 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
