id,ngay_duong,ngay_am,thang_am,nam_am,thang_nhuan,can_chi_ngay,can_chi_nam,tiet_khi,truc,ngay_hoang_dao,nhi_thap_bat_tu,nguon,ghi_chu
1949-11-13,1949-11-13,23,9,1949,khong,Đinh Mùi,Kỷ Sửu,Lập Đông,Thành,co,Mão,tinh-toan,
1949-11-14,1949-11-14,24,9,1949,khong,Mậu Thân,Kỷ Sửu,Lập Đông,Thu,khong,Tất,tinh-toan,
1949-11-15,1949-11-15,25,9,1949,khong,Kỷ Dậu,Kỷ Sửu,Lập Đông,Khai,khong,Chủy,tinh-toan,
1949-11-16,1949-11-16,26,9,1949,khong,Canh Tuất,Kỷ Sửu,Lập Đông,Bế,co,Sâm,tinh-toan,
1949-11-17,1949-11-17,27,9,1949,khong,Tân Hợi,Kỷ Sửu,Lập Đông,Kiến,co,Tỉnh,tinh-toan,
1949-11-18,1949-11-18,28,9,1949,khong,Nhâm Tý,Kỷ Sửu,Lập Đông,Trừ,khong,Quỷ,tinh-toan,
1949-11-19,1949-11-19,29,9,1949,khong,Quý Sửu,Kỷ Sửu,Lập Đông,Mãn,co,Liễu,tinh-toan,
1949-11-20,1949-11-20,1,10,1949,khong,Giáp Dần,Kỷ Sửu,Lập Đông,Bình,khong,Tinh,tinh-toan,
1949-11-21,1949-11-21,2,10,1949,khong,Ất Mão,Kỷ Sửu,Lập Đông,Định,khong,Trương,tinh-toan,
1949-11-22,1949-11-22,3,10,1949,khong,Bính Thìn,Kỷ Sửu,Lập Đông,Chấp,co,Dực,tinh-toan,
1949-11-23,1949-11-23,4,10,1949,khong,Đinh Tỵ,Kỷ Sửu,Tiểu Tuyết,Phá,khong,Chẩn,tinh-toan,
1949-11-24,1949-11-24,5,10,1949,khong,Mậu Ngọ,Kỷ Sửu,Tiểu Tuyết,Nguy,co,Giác,tinh-toan,
1949-11-25,1949-11-25,6,10,1949,khong,Kỷ Mùi,Kỷ Sửu,Tiểu Tuyết,Thành,co,Cang,tinh-toan,
1949-11-26,1949-11-26,7,10,1949,khong,Canh Thân,Kỷ Sửu,Tiểu Tuyết,Thu,khong,Đê,tinh-toan,
1949-11-27,1949-11-27,8,10,1949,khong,Tân Dậu,Kỷ Sửu,Tiểu Tuyết,Khai,khong,Phòng,tinh-toan,
1949-11-28,1949-11-28,9,10,1949,khong,Nhâm Tuất,Kỷ Sửu,Tiểu Tuyết,Bế,co,Tâm,tinh-toan,
1949-11-29,1949-11-29,10,10,1949,khong,Quý Hợi,Kỷ Sửu,Tiểu Tuyết,Kiến,co,Vĩ,tinh-toan,
1949-11-30,1949-11-30,11,10,1949,khong,Giáp Tý,Kỷ Sửu,Tiểu Tuyết,Trừ,khong,Cơ,tinh-toan,
1949-12-01,1949-12-01,12,10,1949,khong,Ất Sửu,Kỷ Sửu,Tiểu Tuyết,Mãn,co,Đẩu,tinh-toan,
1949-12-02,1949-12-02,13,10,1949,khong,Bính Dần,Kỷ Sửu,Tiểu Tuyết,Bình,khong,Ngưu,tinh-toan,
1949-12-03,1949-12-03,14,10,1949,khong,Đinh Mão,Kỷ Sửu,Tiểu Tuyết,Định,khong,Nữ,tinh-toan,
1949-12-04,1949-12-04,15,10,1949,khong,Mậu Thìn,Kỷ Sửu,Tiểu Tuyết,Chấp,co,Hư,tinh-toan,
1949-12-05,1949-12-05,16,10,1949,khong,Kỷ Tỵ,Kỷ Sửu,Tiểu Tuyết,Phá,khong,Nguy,tinh-toan,
1949-12-06,1949-12-06,17,10,1949,khong,Canh Ngọ,Kỷ Sửu,Tiểu Tuyết,Nguy,co,Thất,tinh-toan,
1949-12-07,1949-12-07,18,10,1949,khong,Tân Mùi,Kỷ Sửu,Tiểu Tuyết,Thành,co,Bích,tinh-toan,
1949-12-08,1949-12-08,19,10,1949,khong,Nhâm Thân,Kỷ Sửu,Đại Tuyết,Thành,co,Khuê,tinh-toan,
1949-12-09,1949-12-09,20,10,1949,khong,Quý Dậu,Kỷ Sửu,Đại Tuyết,Thu,co,Lâu,tinh-toan,
1949-12-10,1949-12-10,21,10,1949,khong,Giáp Tuất,Kỷ Sửu,Đại Tuyết,Khai,khong,Vị,tinh-toan,
1949-12-11,1949-12-11,22,10,1949,khong,Ất Hợi,Kỷ Sửu,Đại Tuyết,Bế,khong,Mão,tinh-toan,
1949-12-12,1949-12-12,23,10,1949,khong,Bính Tý,Kỷ Sửu,Đại Tuyết,Kiến,co,Tất,tinh-toan,
1949-12-13,1949-12-13,24,10,1949,khong,Đinh Sửu,Kỷ Sửu,Đại Tuyết,Trừ,co,Chủy,tinh-toan,
1949-12-14,1949-12-14,25,10,1949,khong,Mậu Dần,Kỷ Sửu,Đại Tuyết,Mãn,khong,Sâm,tinh-toan,
1949-12-15,1949-12-15,26,10,1949,khong,Kỷ Mão,Kỷ Sửu,Đại Tuyết,Bình,co,Tỉnh,tinh-toan,
1949-12-16,1949-12-16,27,10,1949,khong,Canh Thìn,Kỷ Sửu,Đại Tuyết,Định,khong,Quỷ,tinh-toan,
1949-12-17,1949-12-17,28,10,1949,khong,Tân Tỵ,Kỷ Sửu,Đại Tuyết,Chấp,khong,Liễu,tinh-toan,
1949-12-18,1949-12-18,29,10,1949,khong,Nhâm Ngọ,Kỷ Sửu,Đại Tuyết,Phá,co,Tinh,tinh-toan,
1949-12-19,1949-12-19,30,10,1949,khong,Quý Mùi,Kỷ Sửu,Đại Tuyết,Nguy,khong,Trương,tinh-toan,
1949-12-20,1949-12-20,1,11,1949,khong,Giáp Thân,Kỷ Sửu,Đại Tuyết,Thành,co,Dực,tinh-toan,
1949-12-21,1949-12-21,2,11,1949,khong,Ất Dậu,Kỷ Sửu,Đại Tuyết,Thu,co,Chẩn,tinh-toan,
1949-12-22,1949-12-22,3,11,1949,khong,Bính Tuất,Kỷ Sửu,Đông Chí,Khai,khong,Giác,tinh-toan,
1949-12-23,1949-12-23,4,11,1949,khong,Đinh Hợi,Kỷ Sửu,Đông Chí,Bế,khong,Cang,tinh-toan,
1949-12-24,1949-12-24,5,11,1949,khong,Mậu Tý,Kỷ Sửu,Đông Chí,Kiến,co,Đê,tinh-toan,
1949-12-25,1949-12-25,6,11,1949,khong,Kỷ Sửu,Kỷ Sửu,Đông Chí,Trừ,co,Phòng,tinh-toan,
1949-12-26,1949-12-26,7,11,1949,khong,Canh Dần,Kỷ Sửu,Đông Chí,Mãn,khong,Tâm,tinh-toan,
1949-12-27,1949-12-27,8,11,1949,khong,Tân Mão,Kỷ Sửu,Đông Chí,Bình,co,Vĩ,tinh-toan,
1949-12-28,1949-12-28,9,11,1949,khong,Nhâm Thìn,Kỷ Sửu,Đông Chí,Định,khong,Cơ,tinh-toan,
1949-12-29,1949-12-29,10,11,1949,khong,Quý Tỵ,Kỷ Sửu,Đông Chí,Chấp,khong,Đẩu,tinh-toan,
1949-12-30,1949-12-30,11,11,1949,khong,Giáp Ngọ,Kỷ Sửu,Đông Chí,Phá,co,Ngưu,tinh-toan,
1949-12-31,1949-12-31,12,11,1949,khong,Ất Mùi,Kỷ Sửu,Đông Chí,Nguy,khong,Nữ,tinh-toan,
1950-01-01,1950-01-01,13,11,1949,khong,Bính Thân,Kỷ Sửu,Đông Chí,Thành,co,Hư,tinh-toan,
1950-01-02,1950-01-02,14,11,1949,khong,Đinh Dậu,Kỷ Sửu,Đông Chí,Thu,co,Nguy,tinh-toan,
1950-01-03,1950-01-03,15,11,1949,khong,Mậu Tuất,Kỷ Sửu,Đông Chí,Khai,khong,Thất,tinh-toan,
1950-01-04,1950-01-04,16,11,1949,khong,Kỷ Hợi,Kỷ Sửu,Đông Chí,Bế,khong,Bích,tinh-toan,
1950-01-05,1950-01-05,17,11,1949,khong,Canh Tý,Kỷ Sửu,Đông Chí,Kiến,co,Khuê,tinh-toan,
1950-01-06,1950-01-06,18,11,1949,khong,Tân Sửu,Kỷ Sửu,Tiểu Hàn,Kiến,khong,Lâu,tinh-toan,
1950-01-07,1950-01-07,19,11,1949,khong,Nhâm Dần,Kỷ Sửu,Tiểu Hàn,Trừ,co,Vị,tinh-toan,
1950-01-08,1950-01-08,20,11,1949,khong,Quý Mão,Kỷ Sửu,Tiểu Hàn,Mãn,co,Mão,tinh-toan,
1950-01-09,1950-01-09,21,11,1949,khong,Giáp Thìn,Kỷ Sửu,Tiểu Hàn,Bình,khong,Tất,tinh-toan,
1950-01-10,1950-01-10,22,11,1949,khong,Ất Tỵ,Kỷ Sửu,Tiểu Hàn,Định,co,Chủy,tinh-toan,
1950-01-11,1950-01-11,23,11,1949,khong,Bính Ngọ,Kỷ Sửu,Tiểu Hàn,Chấp,khong,Sâm,tinh-toan,
1950-01-12,1950-01-12,24,11,1949,khong,Đinh Mùi,Kỷ Sửu,Tiểu Hàn,Phá,khong,Tỉnh,tinh-toan,
1950-01-13,1950-01-13,25,11,1949,khong,Mậu Thân,Kỷ Sửu,Tiểu Hàn,Nguy,co,Quỷ,tinh-toan,
1950-01-14,1950-01-14,26,11,1949,khong,Kỷ Dậu,Kỷ Sửu,Tiểu Hàn,Thành,khong,Liễu,tinh-toan,
1950-01-15,1950-01-15,27,11,1949,khong,Canh Tuất,Kỷ Sửu,Tiểu Hàn,Thu,co,Tinh,tinh-toan,
1950-01-16,1950-01-16,28,11,1949,khong,Tân Hợi,Kỷ Sửu,Tiểu Hàn,Khai,co,Trương,tinh-toan,
1950-01-17,1950-01-17,29,11,1949,khong,Nhâm Tý,Kỷ Sửu,Tiểu Hàn,Bế,khong,Dực,tinh-toan,
1950-01-18,1950-01-18,1,12,1949,khong,Quý Sửu,Kỷ Sửu,Tiểu Hàn,Kiến,khong,Chẩn,tinh-toan,
1950-01-19,1950-01-19,2,12,1949,khong,Giáp Dần,Kỷ Sửu,Tiểu Hàn,Trừ,co,Giác,tinh-toan,
1950-01-20,1950-01-20,3,12,1949,khong,Ất Mão,Kỷ Sửu,Tiểu Hàn,Mãn,co,Cang,tinh-toan,
1950-01-21,1950-01-21,4,12,1949,khong,Bính Thìn,Kỷ Sửu,Đại Hàn,Bình,khong,Đê,tinh-toan,
1950-01-22,1950-01-22,5,12,1949,khong,Đinh Tỵ,Kỷ Sửu,Đại Hàn,Định,co,Phòng,tinh-toan,
1950-01-23,1950-01-23,6,12,1949,khong,Mậu Ngọ,Kỷ Sửu,Đại Hàn,Chấp,khong,Tâm,tinh-toan,
1950-01-24,1950-01-24,7,12,1949,khong,Kỷ Mùi,Kỷ Sửu,Đại Hàn,Phá,khong,Vĩ,tinh-toan,
1950-01-25,1950-01-25,8,12,1949,khong,Canh Thân,Kỷ Sửu,Đại Hàn,Nguy,co,Cơ,tinh-toan,
1950-01-26,1950-01-26,9,12,1949,khong,Tân Dậu,Kỷ Sửu,Đại Hàn,Thành,khong,Đẩu,tinh-toan,
1950-01-27,1950-01-27,10,12,1949,khong,Nhâm Tuất,Kỷ Sửu,Đại Hàn,Thu,co,Ngưu,tinh-toan,
1950-01-28,1950-01-28,11,12,1949,khong,Quý Hợi,Kỷ Sửu,Đại Hàn,Khai,co,Nữ,tinh-toan,
1950-01-29,1950-01-29,12,12,1949,khong,Giáp Tý,Kỷ Sửu,Đại Hàn,Bế,khong,Hư,tinh-toan,
1950-01-30,1950-01-30,13,12,1949,khong,Ất Sửu,Kỷ Sửu,Đại Hàn,Kiến,khong,Nguy,tinh-toan,
1950-01-31,1950-01-31,14,12,1949,khong,Bính Dần,Kỷ Sửu,Đại Hàn,Trừ,co,Thất,tinh-toan,
1950-02-01,1950-02-01,15,12,1949,khong,Đinh Mão,Kỷ Sửu,Đại Hàn,Mãn,co,Bích,tinh-toan,
1950-02-02,1950-02-02,16,12,1949,khong,Mậu Thìn,Kỷ Sửu,Đại Hàn,Bình,khong,Khuê,tinh-toan,
1950-02-03,1950-02-03,17,12,1949,khong,Kỷ Tỵ,Kỷ Sửu,Đại Hàn,Định,co,Lâu,tinh-toan,
1950-02-04,1950-02-04,18,12,1949,khong,Canh Ngọ,Kỷ Sửu,Đại Hàn,Chấp,khong,Vị,tinh-toan,
1950-02-05,1950-02-05,19,12,1949,khong,Tân Mùi,Kỷ Sửu,Lập Xuân,Chấp,co,Mão,tinh-toan,
1950-02-06,1950-02-06,20,12,1949,khong,Nhâm Thân,Kỷ Sửu,Lập Xuân,Phá,khong,Tất,tinh-toan,
1950-02-07,1950-02-07,21,12,1949,khong,Quý Dậu,Kỷ Sửu,Lập Xuân,Nguy,khong,Chủy,tinh-toan,
1950-02-08,1950-02-08,22,12,1949,khong,Giáp Tuất,Kỷ Sửu,Lập Xuân,Thành,co,Sâm,tinh-toan,
1950-02-09,1950-02-09,23,12,1949,khong,Ất Hợi,Kỷ Sửu,Lập Xuân,Thu,khong,Tỉnh,tinh-toan,
1950-02-10,1950-02-10,24,12,1949,khong,Bính Tý,Kỷ Sửu,Lập Xuân,Khai,co,Quỷ,tinh-toan,
1950-02-11,1950-02-11,25,12,1949,khong,Đinh Sửu,Kỷ Sửu,Lập Xuân,Bế,co,Liễu,tinh-toan,
1950-02-12,1950-02-12,26,12,1949,khong,Mậu Dần,Kỷ Sửu,Lập Xuân,Kiến,khong,Tinh,tinh-toan,
1950-02-13,1950-02-13,27,12,1949,khong,Kỷ Mão,Kỷ Sửu,Lập Xuân,Trừ,khong,Trương,tinh-toan,
1950-02-14,1950-02-14,28,12,1949,khong,Canh Thìn,Kỷ Sửu,Lập Xuân,Mãn,co,Dực,tinh-toan,
1950-02-15,1950-02-15,29,12,1949,khong,Tân Tỵ,Kỷ Sửu,Lập Xuân,Bình,co,Chẩn,tinh-toan,
1950-02-16,1950-02-16,30,12,1949,khong,Nhâm Ngọ,Kỷ Sửu,Lập Xuân,Định,khong,Giác,tinh-toan,
1950-02-17,1950-02-17,1,1,1950,khong,Quý Mùi,Canh Dần,Lập Xuân,Chấp,co,Cang,tinh-toan,
1950-02-18,1950-02-18,2,1,1950,khong,Giáp Thân,Canh Dần,Lập Xuân,Phá,khong,Đê,tinh-toan,
1950-02-19,1950-02-19,3,1,1950,khong,Ất Dậu,Canh Dần,Lập Xuân,Nguy,khong,Phòng,tinh-toan,
1950-02-20,1950-02-20,4,1,1950,khong,Bính Tuất,Canh Dần,Vũ Thủy,Thành,co,Tâm,tinh-toan,
1950-02-21,1950-02-21,5,1,1950,khong,Đinh Hợi,Canh Dần,Vũ Thủy,Thu,khong,Vĩ,tinh-toan,
1950-02-22,1950-02-22,6,1,1950,khong,Mậu Tý,Canh Dần,Vũ Thủy,Khai,co,Cơ,tinh-toan,
1950-02-23,1950-02-23,7,1,1950,khong,Kỷ Sửu,Canh Dần,Vũ Thủy,Bế,co,Đẩu,tinh-toan,
1950-02-24,1950-02-24,8,1,1950,khong,Canh Dần,Canh Dần,Vũ Thủy,Kiến,khong,Ngưu,tinh-toan,
1950-02-25,1950-02-25,9,1,1950,khong,Tân Mão,Canh Dần,Vũ Thủy,Trừ,khong,Nữ,tinh-toan,
1950-02-26,1950-02-26,10,1,1950,khong,Nhâm Thìn,Canh Dần,Vũ Thủy,Mãn,co,Hư,tinh-toan,
1950-02-27,1950-02-27,11,1,1950,khong,Quý Tỵ,Canh Dần,Vũ Thủy,Bình,co,Nguy,tinh-toan,
1950-02-28,1950-02-28,12,1,1950,khong,Giáp Ngọ,Canh Dần,Vũ Thủy,Định,khong,Thất,tinh-toan,
1950-03-01,1950-03-01,13,1,1950,khong,Ất Mùi,Canh Dần,Vũ Thủy,Chấp,co,Bích,tinh-toan,
1950-03-02,1950-03-02,14,1,1950,khong,Bính Thân,Canh Dần,Vũ Thủy,Phá,khong,Khuê,tinh-toan,
1950-03-03,1950-03-03,15,1,1950,khong,Đinh Dậu,Canh Dần,Vũ Thủy,Nguy,khong,Lâu,tinh-toan,
1950-03-04,1950-03-04,16,1,1950,khong,Mậu Tuất,Canh Dần,Vũ Thủy,Thành,co,Vị,tinh-toan,
1950-03-05,1950-03-05,17,1,1950,khong,Kỷ Hợi,Canh Dần,Vũ Thủy,Thu,khong,Mão,tinh-toan,
1950-03-06,1950-03-06,18,1,1950,khong,Canh Tý,Canh Dần,Kinh Trập,Thu,co,Tất,tinh-toan,
1950-03-07,1950-03-07,19,1,1950,khong,Tân Sửu,Canh Dần,Kinh Trập,Khai,khong,Chủy,tinh-toan,
1950-03-08,1950-03-08,20,1,1950,khong,Nhâm Dần,Canh Dần,Kinh Trập,Bế,co,Sâm,tinh-toan,
1950-03-09,1950-03-09,21,1,1950,khong,Quý Mão,Canh Dần,Kinh Trập,Kiến,co,Tỉnh,tinh-toan,
1950-03-10,1950-03-10,22,1,1950,khong,Giáp Thìn,Canh Dần,Kinh Trập,Trừ,khong,Quỷ,tinh-toan,
1950-03-11,1950-03-11,23,1,1950,khong,Ất Tỵ,Canh Dần,Kinh Trập,Mãn,khong,Liễu,tinh-toan,
1950-03-12,1950-03-12,24,1,1950,khong,Bính Ngọ,Canh Dần,Kinh Trập,Bình,co,Tinh,tinh-toan,
1950-03-13,1950-03-13,25,1,1950,khong,Đinh Mùi,Canh Dần,Kinh Trập,Định,co,Trương,tinh-toan,
1950-03-14,1950-03-14,26,1,1950,khong,Mậu Thân,Canh Dần,Kinh Trập,Chấp,khong,Dực,tinh-toan,
1950-03-15,1950-03-15,27,1,1950,khong,Kỷ Dậu,Canh Dần,Kinh Trập,Phá,co,Chẩn,tinh-toan,
1950-03-16,1950-03-16,28,1,1950,khong,Canh Tuất,Canh Dần,Kinh Trập,Nguy,khong,Giác,tinh-toan,
1950-03-17,1950-03-17,29,1,1950,khong,Tân Hợi,Canh Dần,Kinh Trập,Thành,khong,Cang,tinh-toan,
1950-03-18,1950-03-18,1,2,1950,khong,Nhâm Tý,Canh Dần,Kinh Trập,Thu,co,Đê,tinh-toan,
1950-03-19,1950-03-19,2,2,1950,khong,Quý Sửu,Canh Dần,Kinh Trập,Khai,khong,Phòng,tinh-toan,
1950-03-20,1950-03-20,3,2,1950,khong,Giáp Dần,Canh Dần,Kinh Trập,Bế,co,Tâm,tinh-toan,
1950-03-21,1950-03-21,4,2,1950,khong,Ất Mão,Canh Dần,Xuân Phân,Kiến,co,Vĩ,tinh-toan,
1950-03-22,1950-03-22,5,2,1950,khong,Bính Thìn,Canh Dần,Xuân Phân,Trừ,khong,Cơ,tinh-toan,
1950-03-23,1950-03-23,6,2,1950,khong,Đinh Tỵ,Canh Dần,Xuân Phân,Mãn,khong,Đẩu,tinh-toan,
1950-03-24,1950-03-24,7,2,1950,khong,Mậu Ngọ,Canh Dần,Xuân Phân,Bình,co,Ngưu,tinh-toan,
1950-03-25,1950-03-25,8,2,1950,khong,Kỷ Mùi,Canh Dần,Xuân Phân,Định,co,Nữ,tinh-toan,
1950-03-26,1950-03-26,9,2,1950,khong,Canh Thân,Canh Dần,Xuân Phân,Chấp,khong,Hư,tinh-toan,
1950-03-27,1950-03-27,10,2,1950,khong,Tân Dậu,Canh Dần,Xuân Phân,Phá,co,Nguy,tinh-toan,
1950-03-28,1950-03-28,11,2,1950,khong,Nhâm Tuất,Canh Dần,Xuân Phân,Nguy,khong,Thất,tinh-toan,
1950-03-29,1950-03-29,12,2,1950,khong,Quý Hợi,Canh Dần,Xuân Phân,Thành,khong,Bích,tinh-toan,
1950-03-30,1950-03-30,13,2,1950,khong,Giáp Tý,Canh Dần,Xuân Phân,Thu,co,Khuê,tinh-toan,
1950-03-31,1950-03-31,14,2,1950,khong,Ất Sửu,Canh Dần,Xuân Phân,Khai,khong,Lâu,tinh-toan,
1950-04-01,1950-04-01,15,2,1950,khong,Bính Dần,Canh Dần,Xuân Phân,Bế,co,Vị,tinh-toan,
1950-04-02,1950-04-02,16,2,1950,khong,Đinh Mão,Canh Dần,Xuân Phân,Kiến,co,Mão,tinh-toan,
1950-04-03,1950-04-03,17,2,1950,khong,Mậu Thìn,Canh Dần,Xuân Phân,Trừ,khong,Tất,tinh-toan,
1950-04-04,1950-04-04,18,2,1950,khong,Kỷ Tỵ,Canh Dần,Xuân Phân,Mãn,khong,Chủy,tinh-toan,
1950-04-05,1950-04-05,19,2,1950,khong,Canh Ngọ,Canh Dần,Xuân Phân,Bình,co,Sâm,tinh-toan,
1950-04-06,1950-04-06,20,2,1950,khong,Tân Mùi,Canh Dần,Thanh Minh,Bình,khong,Tỉnh,tinh-toan,
1950-04-07,1950-04-07,21,2,1950,khong,Nhâm Thân,Canh Dần,Thanh Minh,Định,co,Quỷ,tinh-toan,
1950-04-08,1950-04-08,22,2,1950,khong,Quý Dậu,Canh Dần,Thanh Minh,Chấp,co,Liễu,tinh-toan,
1950-04-09,1950-04-09,23,2,1950,khong,Giáp Tuất,Canh Dần,Thanh Minh,Phá,khong,Tinh,tinh-toan,
1950-04-10,1950-04-10,24,2,1950,khong,Ất Hợi,Canh Dần,Thanh Minh,Nguy,co,Trương,tinh-toan,
1950-04-11,1950-04-11,25,2,1950,khong,Bính Tý,Canh Dần,Thanh Minh,Thành,khong,Dực,tinh-toan,
1950-04-12,1950-04-12,26,2,1950,khong,Đinh Sửu,Canh Dần,Thanh Minh,Thu,khong,Chẩn,tinh-toan,
1950-04-13,1950-04-13,27,2,1950,khong,Mậu Dần,Canh Dần,Thanh Minh,Khai,co,Giác,tinh-toan,
1950-04-14,1950-04-14,28,2,1950,khong,Kỷ Mão,Canh Dần,Thanh Minh,Bế,khong,Cang,tinh-toan,
1950-04-15,1950-04-15,29,2,1950,khong,Canh Thìn,Canh Dần,Thanh Minh,Kiến,co,Đê,tinh-toan,
1950-04-16,1950-04-16,30,2,1950,khong,Tân Tỵ,Canh Dần,Thanh Minh,Trừ,co,Phòng,tinh-toan,
1950-04-17,1950-04-17,1,3,1950,khong,Nhâm Ngọ,Canh Dần,Thanh Minh,Mãn,khong,Tâm,tinh-toan,
1950-04-18,1950-04-18,2,3,1950,khong,Quý Mùi,Canh Dần,Thanh Minh,Bình,khong,Vĩ,tinh-toan,
1950-04-19,1950-04-19,3,3,1950,khong,Giáp Thân,Canh Dần,Thanh Minh,Định,co,Cơ,tinh-toan,
1950-04-20,1950-04-20,4,3,1950,khong,Ất Dậu,Canh Dần,Thanh Minh,Chấp,co,Đẩu,tinh-toan,
1950-04-21,1950-04-21,5,3,1950,khong,Bính Tuất,Canh Dần,Cốc Vũ,Phá,khong,Ngưu,tinh-toan,
1950-04-22,1950-04-22,6,3,1950,khong,Đinh Hợi,Canh Dần,Cốc Vũ,Nguy,co,Nữ,tinh-toan,
1950-04-23,1950-04-23,7,3,1950,khong,Mậu Tý,Canh Dần,Cốc Vũ,Thành,khong,Hư,tinh-toan,
1950-04-24,1950-04-24,8,3,1950,khong,Kỷ Sửu,Canh Dần,Cốc Vũ,Thu,khong,Nguy,tinh-toan,
1950-04-25,1950-04-25,9,3,1950,khong,Canh Dần,Canh Dần,Cốc Vũ,Khai,co,Thất,tinh-toan,
1950-04-26,1950-04-26,10,3,1950,khong,Tân Mão,Canh Dần,Cốc Vũ,Bế,khong,Bích,tinh-toan,
1950-04-27,1950-04-27,11,3,1950,khong,Nhâm Thìn,Canh Dần,Cốc Vũ,Kiến,co,Khuê,tinh-toan,
1950-04-28,1950-04-28,12,3,1950,khong,Quý Tỵ,Canh Dần,Cốc Vũ,Trừ,co,Lâu,tinh-toan,
1950-04-29,1950-04-29,13,3,1950,khong,Giáp Ngọ,Canh Dần,Cốc Vũ,Mãn,khong,Vị,tinh-toan,
1950-04-30,1950-04-30,14,3,1950,khong,Ất Mùi,Canh Dần,Cốc Vũ,Bình,khong,Mão,tinh-toan,
1950-05-01,1950-05-01,15,3,1950,khong,Bính Thân,Canh Dần,Cốc Vũ,Định,co,Tất,tinh-toan,
1950-05-02,1950-05-02,16,3,1950,khong,Đinh Dậu,Canh Dần,Cốc Vũ,Chấp,co,Chủy,tinh-toan,
1950-05-03,1950-05-03,17,3,1950,khong,Mậu Tuất,Canh Dần,Cốc Vũ,Phá,khong,Sâm,tinh-toan,
1950-05-04,1950-05-04,18,3,1950,khong,Kỷ Hợi,Canh Dần,Cốc Vũ,Nguy,co,Tỉnh,tinh-toan,
1950-05-05,1950-05-05,19,3,1950,khong,Canh Tý,Canh Dần,Cốc Vũ,Thành,khong,Quỷ,tinh-toan,
1950-05-06,1950-05-06,20,3,1950,khong,Tân Sửu,Canh Dần,Lập Hạ,Thành,co,Liễu,tinh-toan,
1950-05-07,1950-05-07,21,3,1950,khong,Nhâm Dần,Canh Dần,Lập Hạ,Thu,khong,Tinh,tinh-toan,
1950-05-08,1950-05-08,22,3,1950,khong,Quý Mão,Canh Dần,Lập Hạ,Khai,khong,Trương,tinh-toan,
1950-05-09,1950-05-09,23,3,1950,khong,Giáp Thìn,Canh Dần,Lập Hạ,Bế,co,Dực,tinh-toan,
1950-05-10,1950-05-10,24,3,1950,khong,Ất Tỵ,Canh Dần,Lập Hạ,Kiến,khong,Chẩn,tinh-toan,
1950-05-11,1950-05-11,25,3,1950,khong,Bính Ngọ,Canh Dần,Lập Hạ,Trừ,co,Giác,tinh-toan,
1950-05-12,1950-05-12,26,3,1950,khong,Đinh Mùi,Canh Dần,Lập Hạ,Mãn,co,Cang,tinh-toan,
1950-05-13,1950-05-13,27,3,1950,khong,Mậu Thân,Canh Dần,Lập Hạ,Bình,khong,Đê,tinh-toan,
1950-05-14,1950-05-14,28,3,1950,khong,Kỷ Dậu,Canh Dần,Lập Hạ,Định,khong,Phòng,tinh-toan,
1950-05-15,1950-05-15,29,3,1950,khong,Canh Tuất,Canh Dần,Lập Hạ,Chấp,co,Tâm,tinh-toan,
1950-05-16,1950-05-16,30,3,1950,khong,Tân Hợi,Canh Dần,Lập Hạ,Phá,co,Vĩ,tinh-toan,
1950-05-17,1950-05-17,1,4,1950,khong,Nhâm Tý,Canh Dần,Lập Hạ,Nguy,khong,Cơ,tinh-toan,
1950-05-18,1950-05-18,2,4,1950,khong,Quý Sửu,Canh Dần,Lập Hạ,Thành,co,Đẩu,tinh-toan,
1950-05-19,1950-05-19,3,4,1950,khong,Giáp Dần,Canh Dần,Lập Hạ,Thu,khong,Ngưu,tinh-toan,
1950-05-20,1950-05-20,4,4,1950,khong,Ất Mão,Canh Dần,Lập Hạ,Khai,khong,Nữ,tinh-toan,
1950-05-21,1950-05-21,5,4,1950,khong,Bính Thìn,Canh Dần,Lập Hạ,Bế,co,Hư,tinh-toan,
1950-05-22,1950-05-22,6,4,1950,khong,Đinh Tỵ,Canh Dần,Tiểu Mãn,Kiến,khong,Nguy,tinh-toan,
1950-05-23,1950-05-23,7,4,1950,khong,Mậu Ngọ,Canh Dần,Tiểu Mãn,Trừ,co,Thất,tinh-toan,
1950-05-24,1950-05-24,8,4,1950,khong,Kỷ Mùi,Canh Dần,Tiểu Mãn,Mãn,co,Bích,tinh-toan,
1950-05-25,1950-05-25,9,4,1950,khong,Canh Thân,Canh Dần,Tiểu Mãn,Bình,khong,Khuê,tinh-toan,
1950-05-26,1950-05-26,10,4,1950,khong,Tân Dậu,Canh Dần,Tiểu Mãn,Định,khong,Lâu,tinh-toan,
1950-05-27,1950-05-27,11,4,1950,khong,Nhâm Tuất,Canh Dần,Tiểu Mãn,Chấp,co,Vị,tinh-toan,
1950-05-28,1950-05-28,12,4,1950,khong,Quý Hợi,Canh Dần,Tiểu Mãn,Phá,co,Mão,tinh-toan,
1950-05-29,1950-05-29,13,4,1950,khong,Giáp Tý,Canh Dần,Tiểu Mãn,Nguy,khong,Tất,tinh-toan,
1950-05-30,1950-05-30,14,4,1950,khong,Ất Sửu,Canh Dần,Tiểu Mãn,Thành,co,Chủy,tinh-toan,
1950-05-31,1950-05-31,15,4,1950,khong,Bính Dần,Canh Dần,Tiểu Mãn,Thu,khong,Sâm,tinh-toan,
