id,ngay_duong,ngay_am,thang_am,thang_nhuan,can_chi_ngay,tam_nuong,nguyet_ky,sat_chu_am,sat_chu_duong,tho_tu,tho_tu_theo_chi,so_phep_pham,nguon,ghi_chu
2027-08-09,2027-08-09,8,7,khong,Canh Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-08-10,2027-08-10,9,7,khong,Tân Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-08-11,2027-08-11,10,7,khong,Nhâm Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-08-12,2027-08-12,11,7,khong,Quý Hợi,khong,khong,co,khong,khong,khong,1,tinh-toan,
2027-08-13,2027-08-13,12,7,khong,Giáp Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-08-14,2027-08-14,13,7,khong,Ất Sửu,co,khong,khong,co,co,co,3,tinh-toan,
2027-08-15,2027-08-15,14,7,khong,Bính Dần,khong,co,khong,khong,khong,khong,1,tinh-toan,
2027-08-16,2027-08-16,15,7,khong,Đinh Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-08-17,2027-08-17,16,7,khong,Mậu Thìn,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-08-18,2027-08-18,17,7,khong,Kỷ Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-08-19,2027-08-19,18,7,khong,Canh Ngọ,co,khong,khong,khong,khong,khong,1,tinh-toan,
2027-08-20,2027-08-20,19,7,khong,Tân Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-08-21,2027-08-21,20,7,khong,Nhâm Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-08-22,2027-08-22,21,7,khong,Quý Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-08-23,2027-08-23,22,7,khong,Giáp Tuất,co,khong,khong,khong,khong,khong,1,tinh-toan,
2027-08-24,2027-08-24,23,7,khong,Ất Hợi,khong,co,co,khong,khong,khong,2,tinh-toan,
2027-08-25,2027-08-25,24,7,khong,Bính Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-08-26,2027-08-26,25,7,khong,Đinh Sửu,khong,khong,khong,co,khong,co,1,tinh-toan,
2027-08-27,2027-08-27,26,7,khong,Mậu Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-08-28,2027-08-28,27,7,khong,Kỷ Mão,co,khong,khong,khong,khong,khong,1,tinh-toan,
2027-08-29,2027-08-29,28,7,khong,Canh Thìn,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-08-30,2027-08-30,29,7,khong,Tân Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-08-31,2027-08-31,30,7,khong,Nhâm Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-09-01,2027-09-01,1,8,khong,Quý Mùi,khong,khong,khong,khong,co,co,1,tinh-toan,
2027-09-02,2027-09-02,2,8,khong,Giáp Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-09-03,2027-09-03,3,8,khong,Ất Dậu,co,khong,khong,khong,khong,khong,1,tinh-toan,
2027-09-04,2027-09-04,4,8,khong,Bính Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-09-05,2027-09-05,5,8,khong,Đinh Hợi,khong,co,khong,khong,khong,khong,1,tinh-toan,
2027-09-06,2027-09-06,6,8,khong,Mậu Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-09-07,2027-09-07,7,8,khong,Kỷ Sửu,co,khong,co,khong,khong,khong,2,tinh-toan,
2027-09-08,2027-09-08,8,8,khong,Canh Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-09-09,2027-09-09,9,8,khong,Tân Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-09-10,2027-09-10,10,8,khong,Nhâm Thìn,khong,khong,khong,co,khong,khong,1,tinh-toan,
2027-09-11,2027-09-11,11,8,khong,Quý Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-09-12,2027-09-12,12,8,khong,Giáp Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-09-13,2027-09-13,13,8,khong,Ất Mùi,co,khong,khong,khong,khong,co,1,tinh-toan,
2027-09-14,2027-09-14,14,8,khong,Bính Thân,khong,co,khong,khong,khong,khong,1,tinh-toan,
2027-09-15,2027-09-15,15,8,khong,Đinh Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-09-16,2027-09-16,16,8,khong,Mậu Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-09-17,2027-09-17,17,8,khong,Kỷ Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-09-18,2027-09-18,18,8,khong,Canh Tý,co,khong,khong,khong,khong,khong,1,tinh-toan,
2027-09-19,2027-09-19,19,8,khong,Tân Sửu,khong,khong,co,khong,khong,khong,1,tinh-toan,
2027-09-20,2027-09-20,20,8,khong,Nhâm Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-09-21,2027-09-21,21,8,khong,Quý Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-09-22,2027-09-22,22,8,khong,Giáp Thìn,co,khong,khong,co,khong,khong,2,tinh-toan,
2027-09-23,2027-09-23,23,8,khong,Ất Tỵ,khong,co,khong,khong,khong,khong,1,tinh-toan,
2027-09-24,2027-09-24,24,8,khong,Bính Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-09-25,2027-09-25,25,8,khong,Đinh Mùi,khong,khong,khong,khong,khong,co,0,tinh-toan,
2027-09-26,2027-09-26,26,8,khong,Mậu Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-09-27,2027-09-27,27,8,khong,Kỷ Dậu,co,khong,khong,khong,khong,khong,1,tinh-toan,
2027-09-28,2027-09-28,28,8,khong,Canh Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-09-29,2027-09-29,29,8,khong,Tân Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-09-30,2027-09-30,1,9,khong,Nhâm Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-10-01,2027-10-01,2,9,khong,Quý Sửu,khong,khong,khong,co,khong,khong,1,tinh-toan,
2027-10-02,2027-10-02,3,9,khong,Giáp Dần,co,khong,khong,khong,co,co,2,tinh-toan,
2027-10-03,2027-10-03,4,9,khong,Ất Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-10-04,2027-10-04,5,9,khong,Bính Thìn,khong,co,khong,khong,khong,khong,1,tinh-toan,
2027-10-05,2027-10-05,6,9,khong,Đinh Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-10-06,2027-10-06,7,9,khong,Mậu Ngọ,co,khong,co,khong,khong,khong,2,tinh-toan,
2027-10-07,2027-10-07,8,9,khong,Kỷ Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-10-08,2027-10-08,9,9,khong,Canh Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-10-09,2027-10-09,10,9,khong,Tân Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-10-10,2027-10-10,11,9,khong,Nhâm Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-10-11,2027-10-11,12,9,khong,Quý Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-10-12,2027-10-12,13,9,khong,Giáp Tý,co,khong,khong,khong,khong,khong,1,tinh-toan,
2027-10-13,2027-10-13,14,9,khong,Ất Sửu,khong,co,khong,co,khong,khong,2,tinh-toan,
2027-10-14,2027-10-14,15,9,khong,Bính Dần,khong,khong,khong,khong,khong,co,0,tinh-toan,
2027-10-15,2027-10-15,16,9,khong,Đinh Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-10-16,2027-10-16,17,9,khong,Mậu Thìn,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-10-17,2027-10-17,18,9,khong,Kỷ Tỵ,co,khong,khong,khong,khong,khong,1,tinh-toan,
2027-10-18,2027-10-18,19,9,khong,Canh Ngọ,khong,khong,co,khong,khong,khong,1,tinh-toan,
2027-10-19,2027-10-19,20,9,khong,Tân Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-10-20,2027-10-20,21,9,khong,Nhâm Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-10-21,2027-10-21,22,9,khong,Quý Dậu,co,khong,khong,khong,khong,khong,1,tinh-toan,
2027-10-22,2027-10-22,23,9,khong,Giáp Tuất,khong,co,khong,khong,khong,khong,1,tinh-toan,
2027-10-23,2027-10-23,24,9,khong,Ất Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-10-24,2027-10-24,25,9,khong,Bính Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-10-25,2027-10-25,26,9,khong,Đinh Sửu,khong,khong,khong,co,khong,khong,1,tinh-toan,
2027-10-26,2027-10-26,27,9,khong,Mậu Dần,co,khong,khong,khong,khong,co,1,tinh-toan,
2027-10-27,2027-10-27,28,9,khong,Kỷ Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-10-28,2027-10-28,29,9,khong,Canh Thìn,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-10-29,2027-10-29,1,10,khong,Tân Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-10-30,2027-10-30,2,10,khong,Nhâm Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-10-31,2027-10-31,3,10,khong,Quý Mùi,co,khong,khong,khong,khong,khong,1,tinh-toan,
2027-11-01,2027-11-01,4,10,khong,Giáp Thân,khong,khong,khong,khong,khong,co,0,tinh-toan,
2027-11-02,2027-11-02,5,10,khong,Ất Dậu,khong,co,co,khong,khong,khong,2,tinh-toan,
2027-11-03,2027-11-03,6,10,khong,Bính Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-11-04,2027-11-04,7,10,khong,Đinh Hợi,co,khong,khong,khong,khong,khong,1,tinh-toan,
2027-11-05,2027-11-05,8,10,khong,Mậu Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-11-06,2027-11-06,9,10,khong,Kỷ Sửu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-11-07,2027-11-07,10,10,khong,Canh Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-11-08,2027-11-08,11,10,khong,Tân Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-11-09,2027-11-09,12,10,khong,Nhâm Thìn,khong,khong,khong,co,khong,khong,1,tinh-toan,
2027-11-10,2027-11-10,13,10,khong,Quý Tỵ,co,khong,khong,khong,khong,khong,1,tinh-toan,
2027-11-11,2027-11-11,14,10,khong,Giáp Ngọ,khong,co,khong,khong,khong,khong,1,tinh-toan,
2027-11-12,2027-11-12,15,10,khong,Ất Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-11-13,2027-11-13,16,10,khong,Bính Thân,khong,khong,khong,khong,khong,co,0,tinh-toan,
2027-11-14,2027-11-14,17,10,khong,Đinh Dậu,khong,khong,co,khong,khong,khong,1,tinh-toan,
2027-11-15,2027-11-15,18,10,khong,Mậu Tuất,co,khong,khong,khong,khong,khong,1,tinh-toan,
2027-11-16,2027-11-16,19,10,khong,Kỷ Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-11-17,2027-11-17,20,10,khong,Canh Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-11-18,2027-11-18,21,10,khong,Tân Sửu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-11-19,2027-11-19,22,10,khong,Nhâm Dần,co,khong,khong,khong,khong,khong,1,tinh-toan,
2027-11-20,2027-11-20,23,10,khong,Quý Mão,khong,co,khong,khong,khong,khong,1,tinh-toan,
2027-11-21,2027-11-21,24,10,khong,Giáp Thìn,khong,khong,khong,co,khong,khong,1,tinh-toan,
2027-11-22,2027-11-22,25,10,khong,Ất Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-11-23,2027-11-23,26,10,khong,Bính Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-11-24,2027-11-24,27,10,khong,Đinh Mùi,co,khong,khong,khong,khong,khong,1,tinh-toan,
2027-11-25,2027-11-25,28,10,khong,Mậu Thân,khong,khong,khong,khong,co,co,1,tinh-toan,
2027-11-26,2027-11-26,29,10,khong,Kỷ Dậu,khong,khong,co,khong,khong,khong,1,tinh-toan,
2027-11-27,2027-11-27,30,10,khong,Canh Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-11-28,2027-11-28,1,11,khong,Tân Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-11-29,2027-11-29,2,11,khong,Nhâm Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-11-30,2027-11-30,3,11,khong,Quý Sửu,co,khong,khong,khong,khong,khong,1,tinh-toan,
2027-12-01,2027-12-01,4,11,khong,Giáp Dần,khong,khong,co,khong,khong,khong,1,tinh-toan,
2027-12-02,2027-12-02,5,11,khong,Ất Mão,khong,co,khong,khong,khong,co,1,tinh-toan,
2027-12-03,2027-12-03,6,11,khong,Bính Thìn,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-12-04,2027-12-04,7,11,khong,Đinh Tỵ,co,khong,khong,khong,khong,khong,1,tinh-toan,
2027-12-05,2027-12-05,8,11,khong,Mậu Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-12-06,2027-12-06,9,11,khong,Kỷ Mùi,khong,khong,khong,co,khong,khong,1,tinh-toan,
2027-12-07,2027-12-07,10,11,khong,Canh Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-12-08,2027-12-08,11,11,khong,Tân Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-12-09,2027-12-09,12,11,khong,Nhâm Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-12-10,2027-12-10,13,11,khong,Quý Hợi,co,khong,khong,khong,khong,khong,1,tinh-toan,
2027-12-11,2027-12-11,14,11,khong,Giáp Tý,khong,co,khong,khong,khong,khong,1,tinh-toan,
2027-12-12,2027-12-12,15,11,khong,Ất Sửu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-12-13,2027-12-13,16,11,khong,Bính Dần,khong,khong,co,khong,khong,khong,1,tinh-toan,
2027-12-14,2027-12-14,17,11,khong,Đinh Mão,khong,khong,khong,khong,khong,co,0,tinh-toan,
2027-12-15,2027-12-15,18,11,khong,Mậu Thìn,co,khong,khong,khong,khong,khong,1,tinh-toan,
2027-12-16,2027-12-16,19,11,khong,Kỷ Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-12-17,2027-12-17,20,11,khong,Canh Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-12-18,2027-12-18,21,11,khong,Tân Mùi,khong,khong,khong,co,khong,khong,1,tinh-toan,
2027-12-19,2027-12-19,22,11,khong,Nhâm Thân,co,khong,khong,khong,khong,khong,1,tinh-toan,
2027-12-20,2027-12-20,23,11,khong,Quý Dậu,khong,co,khong,khong,khong,khong,1,tinh-toan,
2027-12-21,2027-12-21,24,11,khong,Giáp Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-12-22,2027-12-22,25,11,khong,Ất Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-12-23,2027-12-23,26,11,khong,Bính Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-12-24,2027-12-24,27,11,khong,Đinh Sửu,co,khong,khong,khong,khong,khong,1,tinh-toan,
2027-12-25,2027-12-25,28,11,khong,Mậu Dần,khong,khong,co,khong,khong,khong,1,tinh-toan,
2027-12-26,2027-12-26,29,11,khong,Kỷ Mão,khong,khong,khong,khong,khong,co,0,tinh-toan,
2027-12-27,2027-12-27,30,11,khong,Canh Thìn,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-12-28,2027-12-28,1,12,khong,Tân Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-12-29,2027-12-29,2,12,khong,Nhâm Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2027-12-30,2027-12-30,3,12,khong,Quý Mùi,co,khong,khong,khong,khong,khong,1,tinh-toan,
2027-12-31,2027-12-31,4,12,khong,Giáp Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-01-01,2028-01-01,5,12,khong,Ất Dậu,khong,co,khong,khong,khong,co,1,tinh-toan,
2028-01-02,2028-01-02,6,12,khong,Bính Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-01-03,2028-01-03,7,12,khong,Đinh Hợi,co,khong,khong,khong,khong,khong,1,tinh-toan,
2028-01-04,2028-01-04,8,12,khong,Mậu Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-01-05,2028-01-05,9,12,khong,Kỷ Sửu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-01-06,2028-01-06,10,12,khong,Canh Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-01-07,2028-01-07,11,12,khong,Tân Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-01-08,2028-01-08,12,12,khong,Nhâm Thìn,khong,khong,co,co,khong,khong,1,tinh-toan,
2028-01-09,2028-01-09,13,12,khong,Quý Tỵ,co,khong,khong,khong,khong,khong,1,tinh-toan,
2028-01-10,2028-01-10,14,12,khong,Giáp Ngọ,khong,co,khong,khong,khong,khong,1,tinh-toan,
2028-01-11,2028-01-11,15,12,khong,Ất Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-01-12,2028-01-12,16,12,khong,Bính Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-01-13,2028-01-13,17,12,khong,Đinh Dậu,khong,khong,khong,khong,khong,co,0,tinh-toan,
2028-01-14,2028-01-14,18,12,khong,Mậu Tuất,co,khong,khong,khong,khong,khong,1,tinh-toan,
2028-01-15,2028-01-15,19,12,khong,Kỷ Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-01-16,2028-01-16,20,12,khong,Canh Tý,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-01-17,2028-01-17,21,12,khong,Tân Sửu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-01-18,2028-01-18,22,12,khong,Nhâm Dần,co,khong,khong,khong,khong,khong,1,tinh-toan,
2028-01-19,2028-01-19,23,12,khong,Quý Mão,khong,co,khong,khong,khong,khong,1,tinh-toan,
2028-01-20,2028-01-20,24,12,khong,Giáp Thìn,khong,khong,co,co,khong,khong,1,tinh-toan,
2028-01-21,2028-01-21,25,12,khong,Ất Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-01-22,2028-01-22,26,12,khong,Bính Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-01-23,2028-01-23,27,12,khong,Đinh Mùi,co,khong,khong,khong,khong,khong,1,tinh-toan,
2028-01-24,2028-01-24,28,12,khong,Mậu Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-01-25,2028-01-25,29,12,khong,Kỷ Dậu,khong,khong,khong,khong,khong,co,0,tinh-toan,
2028-01-26,2028-01-26,1,1,khong,Canh Tuất,khong,khong,khong,khong,khong,co,0,tinh-toan,
2028-01-27,2028-01-27,2,1,khong,Tân Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-01-28,2028-01-28,3,1,khong,Nhâm Tý,co,khong,khong,co,khong,khong,2,tinh-toan,
2028-01-29,2028-01-29,4,1,khong,Quý Sửu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-01-30,2028-01-30,5,1,khong,Giáp Dần,khong,co,khong,khong,khong,khong,1,tinh-toan,
2028-01-31,2028-01-31,6,1,khong,Ất Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-02-01,2028-02-01,7,1,khong,Bính Thìn,co,khong,khong,khong,khong,khong,1,tinh-toan,
2028-02-02,2028-02-02,8,1,khong,Đinh Tỵ,khong,khong,co,khong,khong,khong,1,tinh-toan,
2028-02-03,2028-02-03,9,1,khong,Mậu Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-02-04,2028-02-04,10,1,khong,Kỷ Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-02-05,2028-02-05,11,1,khong,Canh Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-02-06,2028-02-06,12,1,khong,Tân Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-02-07,2028-02-07,13,1,khong,Nhâm Tuất,co,khong,khong,khong,khong,co,1,tinh-toan,
2028-02-08,2028-02-08,14,1,khong,Quý Hợi,khong,co,khong,khong,khong,khong,1,tinh-toan,
2028-02-09,2028-02-09,15,1,khong,Giáp Tý,khong,khong,khong,co,khong,khong,1,tinh-toan,
2028-02-10,2028-02-10,16,1,khong,Ất Sửu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-02-11,2028-02-11,17,1,khong,Bính Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-02-12,2028-02-12,18,1,khong,Đinh Mão,co,khong,khong,khong,khong,khong,1,tinh-toan,
2028-02-13,2028-02-13,19,1,khong,Mậu Thìn,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-02-14,2028-02-14,20,1,khong,Kỷ Tỵ,khong,khong,co,khong,khong,khong,1,tinh-toan,
2028-02-15,2028-02-15,21,1,khong,Canh Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-02-16,2028-02-16,22,1,khong,Tân Mùi,co,khong,khong,khong,khong,khong,1,tinh-toan,
2028-02-17,2028-02-17,23,1,khong,Nhâm Thân,khong,co,khong,khong,khong,khong,1,tinh-toan,
2028-02-18,2028-02-18,24,1,khong,Quý Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-02-19,2028-02-19,25,1,khong,Giáp Tuất,khong,khong,khong,khong,khong,co,0,tinh-toan,
2028-02-20,2028-02-20,26,1,khong,Ất Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-02-21,2028-02-21,27,1,khong,Bính Tý,co,khong,khong,co,khong,khong,2,tinh-toan,
2028-02-22,2028-02-22,28,1,khong,Đinh Sửu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-02-23,2028-02-23,29,1,khong,Mậu Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-02-24,2028-02-24,30,1,khong,Kỷ Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-02-25,2028-02-25,1,2,khong,Canh Thìn,khong,khong,khong,khong,khong,co,0,tinh-toan,
2028-02-26,2028-02-26,2,2,khong,Tân Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-02-27,2028-02-27,3,2,khong,Nhâm Ngọ,co,khong,khong,khong,khong,khong,1,tinh-toan,
2028-02-28,2028-02-28,4,2,khong,Quý Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-02-29,2028-02-29,5,2,khong,Giáp Thân,khong,co,khong,khong,khong,khong,1,tinh-toan,
2028-03-01,2028-03-01,6,2,khong,Ất Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-03-02,2028-03-02,7,2,khong,Bính Tuất,co,khong,khong,khong,khong,khong,1,tinh-toan,
2028-03-03,2028-03-03,8,2,khong,Đinh Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-03-04,2028-03-04,9,2,khong,Mậu Tý,khong,khong,co,khong,khong,khong,1,tinh-toan,
2028-03-05,2028-03-05,10,2,khong,Kỷ Sửu,khong,khong,khong,co,khong,khong,1,tinh-toan,
2028-03-06,2028-03-06,11,2,khong,Canh Dần,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-03-07,2028-03-07,12,2,khong,Tân Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-03-08,2028-03-08,13,2,khong,Nhâm Thìn,co,khong,khong,khong,co,co,2,tinh-toan,
2028-03-09,2028-03-09,14,2,khong,Quý Tỵ,khong,co,khong,khong,khong,khong,1,tinh-toan,
2028-03-10,2028-03-10,15,2,khong,Giáp Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-03-11,2028-03-11,16,2,khong,Ất Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-03-12,2028-03-12,17,2,khong,Bính Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-03-13,2028-03-13,18,2,khong,Đinh Dậu,co,khong,khong,khong,khong,khong,1,tinh-toan,
2028-03-14,2028-03-14,19,2,khong,Mậu Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-03-15,2028-03-15,20,2,khong,Kỷ Hợi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-03-16,2028-03-16,21,2,khong,Canh Tý,khong,khong,co,khong,khong,khong,1,tinh-toan,
2028-03-17,2028-03-17,22,2,khong,Tân Sửu,co,khong,khong,co,khong,khong,2,tinh-toan,
2028-03-18,2028-03-18,23,2,khong,Nhâm Dần,khong,co,khong,khong,khong,khong,1,tinh-toan,
2028-03-19,2028-03-19,24,2,khong,Quý Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-03-20,2028-03-20,25,2,khong,Giáp Thìn,khong,khong,khong,khong,khong,co,0,tinh-toan,
2028-03-21,2028-03-21,26,2,khong,Ất Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-03-22,2028-03-22,27,2,khong,Bính Ngọ,co,khong,khong,khong,khong,khong,1,tinh-toan,
2028-03-23,2028-03-23,28,2,khong,Đinh Mùi,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-03-24,2028-03-24,29,2,khong,Mậu Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-03-25,2028-03-25,30,2,khong,Kỷ Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-03-26,2028-03-26,1,3,khong,Canh Tuất,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-03-27,2028-03-27,2,3,khong,Tân Hợi,khong,khong,khong,khong,co,co,1,tinh-toan,
2028-03-28,2028-03-28,3,3,khong,Nhâm Tý,co,khong,khong,khong,khong,khong,1,tinh-toan,
2028-03-29,2028-03-29,4,3,khong,Quý Sửu,khong,khong,khong,co,khong,khong,1,tinh-toan,
2028-03-30,2028-03-30,5,3,khong,Giáp Dần,khong,co,khong,khong,khong,khong,1,tinh-toan,
2028-03-31,2028-03-31,6,3,khong,Ất Mão,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-04-01,2028-04-01,7,3,khong,Bính Thìn,co,khong,khong,khong,khong,khong,1,tinh-toan,
2028-04-02,2028-04-02,8,3,khong,Đinh Tỵ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-04-03,2028-04-03,9,3,khong,Mậu Ngọ,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-04-04,2028-04-04,10,3,khong,Kỷ Mùi,khong,khong,co,khong,khong,khong,1,tinh-toan,
2028-04-05,2028-04-05,11,3,khong,Canh Thân,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-04-06,2028-04-06,12,3,khong,Tân Dậu,khong,khong,khong,khong,khong,khong,0,tinh-toan,
2028-04-07,2028-04-07,13,3,khong,Nhâm Tuất,co,khong,khong,khong,khong,khong,1,tinh-toan,
2028-04-08,2028-04-08,14,3,khong,Quý Hợi,khong,co,khong,khong,khong,co,1,tinh-toan,
